datetime,open,high,low,close,volume,symbol
2024-11-25 00:00:00+00:00,92.5199966430664,93.08999633789062,91.93000030517578,88.7562484741211,6858154,NOVN.SW
2024-11-26 00:00:00+00:00,91.97000122070312,92.3499984741211,91.56999969482422,88.7562484741211,3223923,NOVN.SW
2024-11-27 00:00:00+00:00,92.05000305175781,92.75,91.66999816894531,89.54793548583984,2844972,NOVN.SW
2024-11-28 00:00:00+00:00,92.76000213623047,93.4800033569336,92.76000213623047,90.15618133544922,1816194,NOVN.SW
2024-11-29 00:00:00+00:00,93.2699966430664,93.5,92.44000244140625,90.04998016357422,3051469,NOVN.SW
2024-12-02 00:00:00+00:00,93.04000091552734,93.6500015258789,92.80999755859375,89.92446899414062,2707216,NOVN.SW
2024-12-03 00:00:00+00:00,92.86000061035156,93.61000061035156,92.69000244140625,89.80860900878906,3236623,NOVN.SW
2024-12-04 00:00:00+00:00,91.93000030517578,92.04000091552734,89.69000244140625,86.98941802978516,4670823,NOVN.SW
2024-12-05 00:00:00+00:00,90.91999816894531,91.2300033569336,90.25,87.25975036621094,3554663,NOVN.SW
2024-12-06 00:00:00+00:00,90.4800033569336,90.55000305175781,89.80999755859375,86.70943450927734,2468013,NOVN.SW
2024-12-09 00:00:00+00:00,89.79000091552734,90.0999984741211,88.97000122070312,86.29428100585938,3006728,NOVN.SW
2024-12-10 00:00:00+00:00,89.31999969482422,89.6500015258789,88.72000122070312,85.69568634033203,3171761,NOVN.SW
2024-12-11 00:00:00+00:00,88.20999908447266,88.5999984741211,87.83000183105469,84.90399932861328,4053583,NOVN.SW
2024-12-12 00:00:00+00:00,87.63999938964844,88.44000244140625,87.11000061035156,85.01985168457031,4147032,NOVN.SW
2024-12-13 00:00:00+00:00,88.06999969482422,88.20999908447266,87.4800033569336,84.71089935302734,3092946,NOVN.SW
2024-12-16 00:00:00+00:00,87.87000274658203,88.16000366210938,87.44000244140625,84.96192169189453,3064748,NOVN.SW
2024-12-17 00:00:00+00:00,87.05000305175781,88.77999877929688,86.7699966430664,85.65706634521484,3602237,NOVN.SW
2024-12-18 00:00:00+00:00,88.70999908447266,88.73999786376953,87.91999816894531,85.00054168701172,2571705,NOVN.SW
2024-12-19 00:00:00+00:00,87.47000122070312,88.11000061035156,86.8499984741211,84.03506469726562,3666838,NOVN.SW
2024-12-20 00:00:00+00:00,86.05999755859375,86.95999908447266,85.7699966430664,83.72611236572266,11206162,NOVN.SW
2024-12-23 00:00:00+00:00,86.8499984741211,87.98999786376953,86.56999969482422,84.65296936035156,2523296,NOVN.SW
2024-12-27 00:00:00+00:00,88.36000061035156,88.81999969482422,87.80999755859375,85.75361633300781,2176795,NOVN.SW
2024-12-30 00:00:00+00:00,88.81999969482422,89.23999786376953,88.31999969482422,85.63775634765625,2376309,NOVN.SW
2025-01-03 00:00:00+00:00,88.69999694824219,89.0999984741211,88.41000366210938,85.94670867919922,3799981,NOVN.SW
2025-01-06 00:00:00+00:00,89.0999984741211,89.1500015258789,88.30999755859375,85.88877868652344,3161227,NOVN.SW
2025-01-07 00:00:00+00:00,88.48999786376953,90.38999938964844,88.0999984741211,87.2694091796875,2897499,NOVN.SW
2025-01-08 00:00:00+00:00,90.1500015258789,91.0999984741211,89.83000183105469,87.81973266601562,3439581,NOVN.SW
2025-01-09 00:00:00+00:00,91.11000061035156,92.08000183105469,90.87999725341797,88.47625732421875,3569919,NOVN.SW
2025-01-10 00:00:00+00:00,91.5199966430664,91.58999633789062,90.91000366210938,87.94524383544922,3058325,NOVN.SW
2025-01-13 00:00:00+00:00,90.98999786376953,91.02999877929688,90.19999694824219,87.65560150146484,2924424,NOVN.SW
2025-01-14 00:00:00+00:00,90.5999984741211,91.06999969482422,89.93000030517578,86.99907684326172,3014208,NOVN.SW
2025-01-15 00:00:00+00:00,89.91000366210938,90.81999969482422,89.5999984741211,87.45285034179688,3004076,NOVN.SW
2025-01-16 00:00:00+00:00,90.37000274658203,90.7699966430664,90.11000061035156,87.4625015258789,2690452,NOVN.SW
2025-01-17 00:00:00+00:00,90.47000122070312,90.93000030517578,89.31999969482422,86.2363510131836,3913141,NOVN.SW
2025-01-20 00:00:00+00:00,88.94000244140625,89.58000183105469,88.91999816894531,86.14945983886719,2158534,NOVN.SW
2025-01-21 00:00:00+00:00,89.1500015258789,89.77999877929688,89.1500015258789,86.27497100830078,2876596,NOVN.SW
2025-01-22 00:00:00+00:00,90.55000305175781,90.7699966430664,89.4800033569336,86.6322021484375,3504640,NOVN.SW
2025-01-23 00:00:00+00:00,89.69000244140625,90.52999877929688,89.3499984741211,87.1438980102539,3490285,NOVN.SW
2025-01-24 00:00:00+00:00,90.95999908447266,90.97000122070312,89.88999938964844,87.1438980102539,3461007,NOVN.SW
2025-01-27 00:00:00+00:00,90.81999969482422,92.48999786376953,90.79000091552734,89.0362319946289,3946129,NOVN.SW
2025-01-28 00:00:00+00:00,93.30000305175781,93.3499984741211,92.27999877929688,89.24864196777344,3337693,NOVN.SW
2025-01-29 00:00:00+00:00,92.16999816894531,93.7300033569336,92.01000213623047,90.21411895751953,3308332,NOVN.SW
2025-01-30 00:00:00+00:00,93.33999633789062,94.0,93.19000244140625,90.56169128417969,3497807,NOVN.SW
2025-01-31 00:00:00+00:00,95.87999725341797,98.0199966430664,95.30000305175781,92.28023529052734,7939355,NOVN.SW
2025-02-03 00:00:00+00:00,94.86000061035156,96.12000274658203,94.5,92.77262115478516,4247210,NOVN.SW
2025-02-04 00:00:00+00:00,96.69999694824219,96.93000030517578,95.13999938964844,92.28988647460938,3387486,NOVN.SW
2025-02-05 00:00:00+00:00,95.63999938964844,98.58000183105469,95.63999938964844,95.17666625976562,4518069,NOVN.SW
2025-02-06 00:00:00+00:00,99.19000244140625,99.30999755859375,97.54000091552734,94.33670043945312,3225245,NOVN.SW
2025-02-07 00:00:00+00:00,96.87000274658203,97.87000274658203,96.83000183105469,93.4870834350586,3319398,NOVN.SW
2025-02-10 00:00:00+00:00,96.58000183105469,97.4800033569336,96.44999694824219,93.5932846069336,3599843,NOVN.SW
2025-02-11 00:00:00+00:00,97.37000274658203,98.04000091552734,96.83999633789062,94.65530395507812,3358637,NOVN.SW
2025-02-12 00:00:00+00:00,97.8499984741211,97.94000244140625,97.12999725341797,94.42359161376953,3196513,NOVN.SW
2025-02-13 00:00:00+00:00,96.11000061035156,97.77999877929688,96.0,94.40428161621094,3940410,NOVN.SW
2025-02-14 00:00:00+00:00,97.22000122070312,97.2300033569336,95.13999938964844,92.07748413085938,4212700,NOVN.SW
2025-02-17 00:00:00+00:00,95.44999694824219,95.75,95.13999938964844,92.43470764160156,2876375,NOVN.SW
2025-02-18 00:00:00+00:00,95.66999816894531,96.16999816894531,95.37999725341797,92.84986114501953,3235124,NOVN.SW
2025-02-19 00:00:00+00:00,96.0999984741211,96.66999816894531,95.80000305175781,93.25536346435547,3061179,NOVN.SW
2025-02-20 00:00:00+00:00,96.4000015258789,96.77999877929688,95.41999816894531,93.32295227050781,2830534,NOVN.SW
2025-02-21 00:00:00+00:00,95.37999725341797,98.30000305175781,95.37999725341797,94.76151275634766,6871839,NOVN.SW
2025-02-24 00:00:00+00:00,97.95999908447266,98.91999816894531,97.94999694824219,95.01253509521484,2986633,NOVN.SW
2025-02-25 00:00:00+00:00,98.41000366210938,100.73999786376953,98.31999969482422,97.24278259277344,5912059,NOVN.SW
2025-02-26 00:00:00+00:00,98.0,98.5,96.7699966430664,93.68017578125,6465279,NOVN.SW
2025-02-27 00:00:00+00:00,96.55000305175781,97.77999877929688,96.20999908447266,94.24015045166016,3378054,NOVN.SW
2025-02-28 00:00:00+00:00,97.36000061035156,98.08999633789062,96.94999694824219,94.2884292602539,5935022,NOVN.SW
2025-03-03 00:00:00+00:00,98.33000183105469,99.0999984741211,97.83999633789062,95.50492095947266,3881112,NOVN.SW
2025-03-04 00:00:00+00:00,98.98999786376953,99.97000122070312,98.86000061035156,95.94904327392578,3873602,NOVN.SW
2025-03-05 00:00:00+00:00,99.0,100.19999694824219,98.3499984741211,96.54763793945312,3945955,NOVN.SW
2025-03-06 00:00:00+00:00,99.05999755859375,99.83000183105469,98.52999877929688,96.03593444824219,3158580,NOVN.SW
2025-03-07 00:00:00+00:00,99.0,101.12000274658203,98.69000244140625,97.43587493896484,3965164,NOVN.SW
2025-03-10 00:00:00+00:00,101.16000366210938,101.83999633789062,100.37999725341797,97.87999725341797,4176687,NOVN.SW
